!Gene list based on the Araport11 genome release
!Release date of annotation: June 2016 
!Annotated by: Araport at J. Craig Ventner Institute
name	gene_model_type
AT1G29500	protein_coding
AT1G29510	protein_coding
AT1G29520	protein_coding
AT1G29530	protein_coding
AT1G29535	protein_coding
AT1G29540	protein_coding
AT1G29550	protein_coding
AT1G29560	protein_coding
AT1G29570	protein_coding
AT1G29580	protein_coding
AT1G29590	protein_coding
AT1G29600	protein_coding
AT1G29620	protein_coding
AT1G29630	protein_coding
AT1G29640	protein_coding
AT1G29650	transposable_element_gene
AT1G29660	protein_coding
AT1G29670	protein_coding
AT1G29680	protein_coding
AT1G29690	protein_coding
AT1G29700	protein_coding
AT1G29710	protein_coding
AT1G29715	pseudogene
AT1G29720	protein_coding
AT1G29730	protein_coding
AT1G29740	protein_coding
AT1G29750	protein_coding
AT1G29760	protein_coding
AT1G29770	protein_coding
AT1G29775	protein_coding
AT1G29780	protein_coding
AT1G29785	antisense_long_noncoding_rna
AT1G29790	protein_coding
AT1G29800	protein_coding
AT1G29810	protein_coding
AT1G29820	protein_coding
AT1G29830	protein_coding
AT1G29840	protein_coding
AT1G29850	protein_coding
AT1G29860	protein_coding
AT1G29870	protein_coding
AT1G29880	protein_coding
AT1G29890	protein_coding
AT1G29900	protein_coding
AT1G29910	protein_coding
AT1G29920	protein_coding
AT1G29930	protein_coding
AT1G29940	protein_coding
AT1G29950	protein_coding
AT1G29960	protein_coding
AT1G29962	protein_coding
AT1G29965	protein_coding
AT1G29970	protein_coding
AT1G29980	protein_coding
AT1G29990	protein_coding
AT1G30000	protein_coding
AT1G30010	protein_coding
AT1G30020	protein_coding
AT1G30030	transposable_element_gene
AT1G30040	protein_coding
AT1G30050	protein_coding
AT1G30060	protein_coding
AT1G30070	protein_coding
AT1G30080	protein_coding
AT1G30090	protein_coding
AT1G30100	protein_coding
AT1G30110	protein_coding
AT1G30120	protein_coding
AT1G30130	protein_coding
AT1G30135	protein_coding
AT1G30140	protein_coding
AT1G30150	transposable_element_gene
AT1G30160	protein_coding
AT1G30170	protein_coding
AT1G30180	transposable_element_gene
AT1G30190	protein_coding
AT1G30200	protein_coding
AT1G30210	protein_coding
AT1G30220	protein_coding
AT1G30230	protein_coding
AT1G30240	protein_coding
AT1G30250	protein_coding
AT1G30260	protein_coding
AT1G30270	protein_coding
AT1G30280	protein_coding
AT1G30282	antisense_long_noncoding_rna
AT1G30290	protein_coding
AT1G30300	protein_coding
AT1G30310	transposable_element_gene
AT1G30320	protein_coding
AT1G30330	protein_coding
AT1G30340	transposable_element_gene
AT1G30350	protein_coding
AT1G30360	protein_coding
AT1G30370	protein_coding
AT1G30380	protein_coding
AT1G30390	transposable_element_gene
AT1G30400	protein_coding
AT1G30410	protein_coding
AT1G30420	protein_coding
AT1G30430	pre_trna
AT1G30440	protein_coding
AT1G30450	protein_coding
AT1G30455	protein_coding
AT1G30460	protein_coding
AT1G30470	protein_coding
AT1G30473	protein_coding
AT1G30475	protein_coding
AT1G30480	protein_coding
AT1G30490	protein_coding
AT1G30500	protein_coding
AT1G30510	protein_coding
AT1G30515	protein_coding
AT1G30520	protein_coding
AT1G30530	protein_coding
AT1G30540	protein_coding
AT1G30545	protein_coding
AT1G30550	protein_coding
AT1G30560	protein_coding
AT1G30570	protein_coding
AT1G30580	protein_coding
AT1G30590	protein_coding
AT1G30600	protein_coding
AT1G30610	protein_coding
AT1G30620	protein_coding
AT1G30630	protein_coding
AT1G30640	protein_coding
AT1G30650	protein_coding
AT1G30660	protein_coding
AT1G30670	protein_coding
AT1G30680	protein_coding
AT1G30690	protein_coding
AT1G30700	protein_coding
AT1G30710	protein_coding
AT1G30720	protein_coding
AT1G30730	protein_coding
AT1G30740	protein_coding
AT1G30750	protein_coding
AT1G30755	protein_coding
AT1G30757	protein_coding
AT1G30760	protein_coding
AT1G30780	protein_coding
AT1G30784	pseudogene
AT1G30790	protein_coding
AT1G30795	protein_coding
AT1G30800	protein_coding
AT1G30810	protein_coding
AT1G30814	protein_coding
AT1G30820	protein_coding
AT1G30825	protein_coding
AT1G30830	pre_trna
AT1G30835	transposable_element_gene
AT1G30840	protein_coding
AT1G30845	protein_coding
AT1G30850	protein_coding
AT1G30860	protein_coding
AT1G30870	protein_coding
AT1G30880	protein_coding
AT1G30890	protein_coding
AT1G30900	protein_coding
AT1G30910	protein_coding
AT1G30920	protein_coding
AT1G30921	pseudogene
AT1G30925	protein_coding
AT1G30930	protein_coding
AT1G30935	pseudogene
AT1G30940	pseudogene
AT1G30945	pseudogene
AT1G30950	protein_coding
AT1G30960	protein_coding
AT1G30970	protein_coding
AT1G30972	protein_coding
AT1G30974	protein_coding
AT1G30975	transposable_element_gene
AT1G30980	transposable_element_gene
AT1G30990	protein_coding
AT1G31000	protein_coding
AT1G31010	protein_coding
AT1G31020	protein_coding
AT1G31030	transposable_element_gene
AT1G31040	protein_coding
AT1G31050	protein_coding
AT1G31070	protein_coding
AT1G31072	pseudogene
AT1G31080	protein_coding
AT1G31090	protein_coding
AT1G31093	pseudogene
AT1G31095	protein_coding
AT1G31100	transposable_element_gene
AT1G31110	pre_trna
AT1G31120	protein_coding
AT1G31130	protein_coding
AT1G31140	protein_coding
AT1G31150	protein_coding
AT1G31160	protein_coding
AT1G31163	protein_coding
AT1G31166	transposable_element_gene
AT1G31170	protein_coding
AT1G31173	miRNA_primary_transcript
AT1G31175	protein_coding
AT1G31180	protein_coding
AT1G31190	protein_coding
AT1G31200	protein_coding
AT1G31210	transposable_element_gene
AT1G31220	protein_coding
AT1G31230	protein_coding
AT1G31240	protein_coding
AT1G31243	protein_coding
AT1G31245	pseudogene
AT1G31250	protein_coding
AT1G31255	protein_coding
AT1G31258	other_rna
AT1G31260	protein_coding
AT1G31270	protein_coding
AT1G31274	pseudogene
AT1G31280	protein_coding
AT1G31290	protein_coding
AT1G31300	protein_coding
AT1G31310	protein_coding
AT1G31320	protein_coding
AT1G31330	protein_coding
AT1G31335	protein_coding
AT1G31340	protein_coding
AT1G31350	protein_coding
AT1G31355	pseudogene
AT1G31358	miRNA_primary_transcript
AT1G31360	protein_coding
AT1G31370	protein_coding
AT1G31380	protein_coding
AT1G31390	protein_coding
AT1G31400	protein_coding
AT1G31410	protein_coding
AT1G31420	protein_coding
AT1G31430	protein_coding
AT1G31440	protein_coding
AT1G31450	protein_coding
AT1G31460	protein_coding
AT1G31470	protein_coding
AT1G31480	protein_coding
AT1G31485	antisense_long_noncoding_rna
AT1G31490	protein_coding
AT1G31500	protein_coding
AT1G31510	protein_coding
AT1G31520	protein_coding
AT1G31530	protein_coding
AT1G31540	protein_coding
AT1G31550	protein_coding
AT1G31555	protein_coding
AT1G31570	transposable_element_gene
AT1G31580	protein_coding
AT1G31600	protein_coding
AT1G31620	protein_coding
AT1G31630	protein_coding
AT1G31640	protein_coding
AT1G31650	protein_coding
AT1G31660	protein_coding
AT1G31670	protein_coding
AT1G31690	protein_coding
AT1G31710	protein_coding
AT1G31720	protein_coding
AT1G31730	protein_coding
AT1G31740	protein_coding
AT1G31750	protein_coding
AT1G31760	protein_coding
AT1G31770	protein_coding
AT1G31772	protein_coding
AT1G31780	protein_coding
AT1G31790	protein_coding
AT1G31800	protein_coding
AT1G31810	protein_coding
AT1G31812	protein_coding
AT1G31814	protein_coding
AT1G31817	protein_coding
AT1G31820	protein_coding
AT1G31830	protein_coding
AT1G31835	protein_coding
AT1G31840	protein_coding
AT1G31850	protein_coding
AT1G31860	protein_coding
AT1G31870	protein_coding
AT1G31880	protein_coding
AT1G31885	protein_coding
AT1G31900	pseudogene
AT1G31910	protein_coding
AT1G31920	protein_coding
AT1G31930	protein_coding
AT1G31935	other_rna
AT1G31940	protein_coding
AT1G31950	protein_coding
AT1G31960	protein_coding
AT1G31970	protein_coding
AT1G31983	pseudogene
AT1G31990	protein_coding
AT1G31993	transposable_element_gene
AT1G32000	protein_coding
AT1G32010	protein_coding
AT1G32020	protein_coding
AT1G32030	protein_coding
AT1G32040	transposable_element_gene
AT1G32045	transposable_element_gene
AT1G32049	pseudogene
AT1G32050	protein_coding
AT1G32060	protein_coding
AT1G32070	protein_coding
AT1G32080	protein_coding
AT1G32090	protein_coding
AT1G32100	protein_coding
AT1G32110	pseudogene
AT1G32120	protein_coding
AT1G32127	protein_coding
AT1G32130	protein_coding
AT1G32140	protein_coding
AT1G32150	protein_coding
AT1G32160	protein_coding
AT1G32170	protein_coding
AT1G32172	other_rna
AT1G32180	protein_coding
AT1G32190	protein_coding
AT1G32200	protein_coding
AT1G32210	protein_coding
AT1G32220	protein_coding
AT1G32225	protein_coding
AT1G32230	protein_coding
AT1G32240	protein_coding
AT1G32250	protein_coding
AT1G32260	protein_coding
AT1G32270	protein_coding
AT1G32280	protein_coding
AT1G32300	protein_coding
AT1G32310	protein_coding
AT1G32320	protein_coding
AT1G32330	protein_coding
AT1G32337	protein_coding
AT1G32340	protein_coding
AT1G32350	protein_coding
AT1G32360	protein_coding
AT1G32361	protein_coding
AT1G32370	protein_coding
AT1G32375	protein_coding
AT1G32380	protein_coding
AT1G32385	small_nucleolar_rna
AT1G32390	transposable_element_gene
AT1G32400	protein_coding
AT1G32410	protein_coding
AT1G32415	protein_coding
AT1G32420	protein_coding
AT1G32430	protein_coding
AT1G32440	protein_coding
AT1G32450	protein_coding
AT1G32460	protein_coding
AT1G32470	protein_coding
AT1G32480	protein_coding
AT1G32490	protein_coding
AT1G32500	protein_coding
AT1G32505	transposable_element_gene
AT1G32510	protein_coding
AT1G32520	protein_coding
AT1G32530	protein_coding
AT1G32540	protein_coding
AT1G32550	protein_coding
AT1G32560	protein_coding
AT1G32570	protein_coding
AT1G32575	protein_coding
AT1G32580	protein_coding
AT1G32582	miRNA_primary_transcript
AT1G32583	protein_coding
AT1G32585	protein_coding
AT1G32590	transposable_element_gene
AT1G32600	protein_coding
AT1G32610	protein_coding
AT1G32620	pre_trna
AT1G32630	protein_coding
AT1G32640	protein_coding
AT1G32650	protein_coding
AT1G32660	protein_coding
AT1G32680	transposable_element_gene
AT1G32690	protein_coding
AT1G32700	protein_coding
AT1G32710	protein_coding
AT1G32713	miRNA_primary_transcript
AT1G32720	protein_coding
AT1G32730	protein_coding
AT1G32740	protein_coding
AT1G32750	protein_coding
AT1G32760	protein_coding
AT1G32763	protein_coding
AT1G32770	protein_coding
AT1G32780	protein_coding
AT1G32790	protein_coding
AT1G32810	protein_coding
AT1G32820	transposable_element_gene
AT1G32830	transposable_element_gene
AT1G32840	transposable_element_gene
AT1G32850	protein_coding
AT1G32860	protein_coding
AT1G32870	protein_coding
AT1G32880	protein_coding
AT1G32890	transposable_element_gene
AT1G32900	protein_coding
AT1G32910	protein_coding
AT1G32920	protein_coding
AT1G32928	protein_coding
AT1G32930	protein_coding
AT1G32940	protein_coding
AT1G32950	protein_coding
AT1G32960	protein_coding
AT1G32970	protein_coding
AT1G32975	protein_coding
AT1G32980	protein_coding
AT1G32990	protein_coding
AT1G32992	miRNA_primary_transcript
AT1G33000	transposable_element_gene
AT1G33010	protein_coding
AT1G33020	protein_coding
AT1G33030	protein_coding
AT1G33040	protein_coding
AT1G33050	protein_coding
AT1G33055	protein_coding
AT1G33060	protein_coding
AT1G33070	protein_coding
AT1G33080	protein_coding
AT1G33090	protein_coding
AT1G33100	protein_coding
AT1G33102	protein_coding
AT1G33110	protein_coding
AT1G33120	protein_coding
AT1G33130	transposable_element_gene
AT1G33135	transposable_element_gene
AT1G33140	protein_coding
AT1G33160	pseudogene
AT1G33170	protein_coding
AT1G33180	transposable_element_gene
AT1G33190	pseudogene
AT1G33200	transposable_element_gene
AT1G33220	protein_coding
AT1G33230	protein_coding
AT1G33240	protein_coding
AT1G33250	protein_coding
AT1G33260	protein_coding
AT1G33265	protein_coding
AT1G33270	protein_coding
AT1G33280	protein_coding
AT1G33290	protein_coding
AT1G33300	transposable_element_gene
AT1G33320	protein_coding
AT1G33330	protein_coding
AT1G33340	protein_coding
AT1G33350	protein_coding
AT1G33355	protein_coding
AT1G33360	protein_coding
AT1G33370	pre_trna
AT1G33380	transposable_element_gene
AT1G33390	protein_coding
AT1G33400	protein_coding
AT1G33410	protein_coding
AT1G33415	antisense_long_noncoding_rna
AT1G33420	protein_coding
AT1G33430	protein_coding
AT1G33440	protein_coding
AT1G33450	transposable_element_gene
AT1G33460	transposable_element_gene
AT1G33470	protein_coding
AT1G33475	protein_coding
AT1G33480	protein_coding
AT1G33490	protein_coding
AT1G33500	protein_coding
AT1G33510	pseudogene
AT1G33520	protein_coding
AT1G33530	protein_coding
AT1G33540	protein_coding
AT1G33550	transposable_element_gene
AT1G33560	protein_coding
AT1G33570	transposable_element_gene
AT1G33580	transposable_element_gene
AT1G33590	protein_coding
AT1G33600	protein_coding
AT1G33607	protein_coding
AT1G33610	protein_coding
AT1G33612	protein_coding
AT1G33615	other_rna
AT1G33640	protein_coding
AT1G33660	pseudogene
AT1G33670	protein_coding
AT1G33680	protein_coding
AT1G33700	protein_coding
AT1G33710	protein_coding
AT1G33720	protein_coding
AT1G33730	protein_coding
AT1G33740	pseudogene
AT1G33743	pseudogene
AT1G33750	protein_coding
AT1G33760	protein_coding
AT1G33770	protein_coding
AT1G33780	protein_coding
AT1G33785	pseudogene
AT1G33790	protein_coding
AT1G33800	protein_coding
AT1G33810	protein_coding
AT1G33811	protein_coding
AT1G33813	transposable_element_gene
AT1G33817	transposable_element_gene
AT1G33820	protein_coding
AT1G33830	protein_coding
AT1G33835	transposable_element_gene
AT1G33840	protein_coding
AT1G33850	protein_coding
AT1G33855	transposable_element_gene
AT1G33860	protein_coding
AT1G33870	protein_coding
AT1G33880	protein_coding
AT1G33890	protein_coding
AT1G33900	protein_coding
AT1G33910	protein_coding
AT1G33920	protein_coding
AT1G33930	protein_coding
AT1G33940	protein_coding
AT1G33945	protein_coding
AT1G33950	protein_coding
AT1G33960	protein_coding
AT1G33970	protein_coding
AT1G33980	protein_coding
AT1G33990	protein_coding
AT1G34000	protein_coding
AT1G34010	protein_coding
AT1G34015	protein_coding
AT1G34020	protein_coding
AT1G34030	protein_coding
AT1G34040	protein_coding
AT1G34042	protein_coding
AT1G34044	pseudogene
AT1G34046	protein_coding
AT1G34047	protein_coding
AT1G34049	protein_coding
AT1G34050	protein_coding
AT1G34060	protein_coding
AT1G34065	protein_coding
AT1G34070	protein_coding
AT1G34080	transposable_element_gene
AT1G34090	transposable_element_gene
AT1G34095	protein_coding
AT1G34097	transposable_element_gene
AT1G34100	pseudogene
AT1G34110	protein_coding
AT1G34120	protein_coding
AT1G34130	protein_coding
AT1G34140	protein_coding
AT1G34150	protein_coding
AT1G34160	protein_coding
AT1G34170	protein_coding
AT1G34180	protein_coding
AT1G34190	protein_coding
AT1G34200	protein_coding
AT1G34210	protein_coding
AT1G34220	protein_coding
AT1G34230	transposable_element_gene
AT1G34240	transposable_element_gene
AT1G34245	protein_coding
AT1G34250	transposable_element_gene
AT1G34260	protein_coding
AT1G34270	protein_coding
AT1G34281	pseudogene
AT1G34290	protein_coding
AT1G34300	protein_coding
AT1G34310	protein_coding
AT1G34315	protein_coding
AT1G34317	protein_coding
AT1G34320	protein_coding
AT1G34330	pseudogene
AT1G34340	protein_coding
AT1G34350	protein_coding
AT1G34355	protein_coding
AT1G34360	protein_coding
AT1G34370	protein_coding
AT1G34380	protein_coding
AT1G34390	protein_coding
AT1G34392	other_rna
AT1G34400	protein_coding
AT1G34403	protein_coding
AT1G34405	transposable_element_gene
AT1G34410	protein_coding
AT1G34418	other_rna
AT1G34420	protein_coding
AT1G34430	protein_coding
AT1G34440	protein_coding
AT1G34460	protein_coding
AT1G34470	protein_coding
AT1G34480	protein_coding
AT1G34490	protein_coding
AT1G34500	protein_coding
AT1G34510	protein_coding
AT1G34520	protein_coding
AT1G34530	transposable_element_gene
AT1G34540	protein_coding
AT1G34545	transposable_element_gene
AT1G34550	protein_coding
AT1G34560	protein_coding
AT1G34570	protein_coding
AT1G34575	protein_coding
AT1G34580	protein_coding
AT1G34590	transposable_element_gene
AT1G34600	transposable_element_gene
AT1G34610	transposable_element_gene
AT1G34620	transposable_element_gene
AT1G34630	protein_coding
AT1G34640	protein_coding
AT1G34650	protein_coding
AT1G34660	transposable_element_gene
AT1G34670	protein_coding
AT1G34680	pseudogene
AT1G34690	pseudogene
AT1G34700	transposable_element_gene
AT1G34710	transposable_element_gene
AT1G34720	transposable_element_gene
AT1G34730	transposable_element_gene
AT1G34740	transposable_element_gene
AT1G34750	protein_coding
AT1G34760	protein_coding
AT1G34770	protein_coding
AT1G34780	protein_coding
AT1G34790	protein_coding
AT1G34792	protein_coding
AT1G34795	protein_coding
AT1G34797	pseudogene
AT1G34800	protein_coding
AT1G34803	pseudogene
AT1G34805	protein_coding
AT1G34807	protein_coding
AT1G34808	pseudogene
AT1G34810	protein_coding
AT1G34812	protein_coding
AT1G34813	pseudogene
AT1G34815	protein_coding
AT1G34817	protein_coding
AT1G34818	pseudogene
AT1G34820	protein_coding
AT1G34822	protein_coding
AT1G34823	pseudogene
AT1G34825	protein_coding
AT1G34827	protein_coding
AT1G34828	pseudogene
AT1G34830	protein_coding
AT1G34836	pseudogene
AT1G34840	protein_coding
AT1G34842	transposable_element_gene
AT1G34844	antisense_long_noncoding_rna
AT1G34850	protein_coding
AT1G34855	protein_coding
AT1G34860	protein_coding
AT1G34904	transposable_element_gene
AT1G34910	protein_coding
AT1G34930	protein_coding
AT1G34967	transposable_element_gene
AT1G35030	protein_coding
AT1G35035	protein_coding
AT1G35040	protein_coding
AT1G35050	transposable_element_gene
AT1G35060	transposable_element_gene
AT1G35080	transposable_element_gene
AT1G35090	transposable_element_gene
AT1G35100	transposable_element_gene
AT1G35110	transposable_element_gene
AT1G35112	transposable_element_gene
AT1G35115	transposable_element_gene
AT1G35120	transposable_element_gene
AT1G35130	transposable_element_gene
AT1G35140	protein_coding
AT1G35143	transposable_element_gene
AT1G35146	transposable_element_gene
AT1G35150	protein_coding
AT1G35160	protein_coding
AT1G35170	protein_coding
AT1G35180	protein_coding
AT1G35181	protein_coding
AT1G35183	protein_coding
AT1G35186	transposable_element_gene
AT1G35190	protein_coding
AT1G35200	pseudogene
AT1G35210	protein_coding
AT1G35215	protein_coding
AT1G35220	protein_coding
AT1G35230	protein_coding
AT1G35240	protein_coding
AT1G35242	protein_coding
AT1G35250	protein_coding
AT1G35255	protein_coding
AT1G35260	protein_coding
AT1G35270	pseudogene
AT1G35280	transposable_element_gene
AT1G35290	protein_coding
AT1G35300	transposable_element_gene
AT1G35310	protein_coding
AT1G35320	protein_coding
AT1G35330	protein_coding
AT1G35340	protein_coding
AT1G35350	protein_coding
AT1G35353	protein_coding
AT1G35360	transposable_element_gene
AT1G35365	protein_coding
AT1G35370	transposable_element_gene
AT1G35375	protein_coding
AT1G35380	transposable_element_gene
AT1G35390	transposable_element_gene
AT1G35400	protein_coding
AT1G35405	transposable_element_gene
