!Gene list based on the Araport11 genome release
!Release date of annotation: June 2016 
!Annotated by: Araport at J. Craig Ventner Institute
name	gene_model_type
AT3G09515	miRNA_primary_transcript
AT3G09520	protein_coding
AT3G09525	long_noncoding_rna
AT3G09530	protein_coding
AT3G09540	protein_coding
AT3G09545	long_noncoding_rna
AT3G09550	protein_coding
AT3G09555	long_noncoding_rna
AT3G09560	protein_coding
AT3G09565	long_noncoding_rna
AT3G09570	protein_coding
AT3G09575	antisense_long_noncoding_rna
AT3G09580	protein_coding
AT3G09585	pre_trna
AT3G09590	protein_coding
AT3G09595	pre_trna
AT3G09600	protein_coding
AT3G09605	long_noncoding_rna
AT3G09615	miRNA_primary_transcript
AT3G09620	protein_coding
AT3G09625	antisense_long_noncoding_rna
AT3G09630	protein_coding
AT3G09635	antisense_long_noncoding_rna
AT3G09640	protein_coding
AT3G09645	antisense_long_noncoding_rna
AT3G09650	protein_coding
AT3G09655	antisense_long_noncoding_rna
AT3G09660	protein_coding
AT3G09665	long_noncoding_rna
AT3G09670	protein_coding
AT3G09675	long_noncoding_rna
AT3G09680	protein_coding
AT3G09685	long_noncoding_rna
AT3G09690	protein_coding
AT3G09695	long_noncoding_rna
AT3G09700	protein_coding
AT3G09705	long_noncoding_rna
AT3G09710	protein_coding
AT3G09720	protein_coding
AT3G09725	antisense_long_noncoding_rna
AT3G09730	protein_coding
AT3G09735	protein_coding
AT3G09740	protein_coding
AT3G09745	antisense_long_noncoding_rna
AT3G09750	protein_coding
AT3G09755	long_noncoding_rna
AT3G09760	protein_coding
AT3G09765	long_noncoding_rna
AT3G09770	protein_coding
AT3G09775	long_noncoding_rna
AT3G09780	protein_coding
AT3G09785	long_noncoding_rna
AT3G09790	protein_coding
AT3G09795	antisense_long_noncoding_rna
AT3G09800	protein_coding
AT3G09810	protein_coding
AT3G09815	antisense_long_noncoding_rna
AT3G09820	protein_coding
AT3G09825	long_noncoding_rna
AT3G09830	protein_coding
AT3G09835	long_noncoding_rna
AT3G09840	protein_coding
AT3G09845	long_noncoding_rna
AT3G09850	protein_coding
AT3G09855	long_noncoding_rna
AT3G09860	protein_coding
AT3G09863	protein_coding
AT3G09865	small_nucleolar_rna
AT3G09870	protein_coding
AT3G09875	antisense_long_noncoding_rna
AT3G09880	protein_coding
AT3G09885	novel_transcribed_region
AT3G09890	protein_coding
AT3G09895	antisense_long_noncoding_rna
AT3G09900	protein_coding
AT3G09905	antisense_long_noncoding_rna
AT3G09910	protein_coding
AT3G09915	pseudogene
AT3G09920	protein_coding
AT3G09922	protein_coding
AT3G09925	protein_coding
AT3G09930	protein_coding
AT3G09935	long_noncoding_rna
AT3G09940	protein_coding
AT3G09945	long_noncoding_rna
AT3G09950	protein_coding
AT3G09955	antisense_long_noncoding_rna
AT3G09960	protein_coding
AT3G09965	antisense_long_noncoding_rna
AT3G09970	protein_coding
AT3G09980	protein_coding
AT3G09985	antisense_long_noncoding_rna
AT3G09990	protein_coding
AT3G09995	antisense_long_noncoding_rna
AT3G10000	protein_coding
AT3G10010	protein_coding
AT3G10015	pre_trna
AT3G10020	protein_coding
AT3G10030	protein_coding
AT3G10035	pre_trna
AT3G10040	protein_coding
AT3G10050	protein_coding
AT3G10060	protein_coding
AT3G10070	protein_coding
AT3G10080	protein_coding
AT3G10090	protein_coding
AT3G10100	transposable_element_gene
AT3G10110	protein_coding
AT3G10113	protein_coding
AT3G10114	pseudogene
AT3G10116	protein_coding
AT3G10120	protein_coding
AT3G10130	protein_coding
AT3G10140	protein_coding
AT3G10150	protein_coding
AT3G10160	protein_coding
AT3G10180	protein_coding
AT3G10185	protein_coding
AT3G10190	protein_coding
AT3G10195	protein_coding
AT3G10200	protein_coding
AT3G10210	protein_coding
AT3G10220	protein_coding
AT3G10230	protein_coding
AT3G10240	protein_coding
AT3G10250	protein_coding
AT3G10260	protein_coding
AT3G10270	protein_coding
AT3G10280	protein_coding
AT3G10282	pseudogene
AT3G10290	protein_coding
AT3G10300	protein_coding
AT3G10310	protein_coding
AT3G10320	protein_coding
AT3G10330	protein_coding
AT3G10340	protein_coding
AT3G10350	protein_coding
AT3G10360	protein_coding
AT3G10370	protein_coding
AT3G10380	protein_coding
AT3G10390	protein_coding
AT3G10400	protein_coding
AT3G10405	protein_coding
AT3G10410	protein_coding
AT3G10415	pre_trna
AT3G10420	protein_coding
AT3G10430	protein_coding
AT3G10439	protein_coding
AT3G10440	protein_coding
AT3G10450	protein_coding
AT3G10455	protein_coding
AT3G10460	protein_coding
AT3G10470	protein_coding
AT3G10480	protein_coding
AT3G10490	protein_coding
AT3G10500	protein_coding
AT3G10510	protein_coding
AT3G10520	protein_coding
AT3G10525	protein_coding
AT3G10527	protein_coding
AT3G10530	protein_coding
AT3G10540	protein_coding
AT3G10550	protein_coding
AT3G10560	protein_coding
AT3G10570	protein_coding
AT3G10572	protein_coding
AT3G10575	pseudogene
AT3G10580	protein_coding
AT3G10585	protein_coding
AT3G10590	protein_coding
AT3G10595	protein_coding
AT3G10600	protein_coding
AT3G10605	protein_coding
AT3G10610	protein_coding
AT3G10620	protein_coding
AT3G10630	protein_coding
AT3G10640	protein_coding
AT3G10650	protein_coding
AT3G10660	protein_coding
AT3G10670	protein_coding
AT3G10680	protein_coding
AT3G10690	protein_coding
AT3G10700	protein_coding
AT3G10710	protein_coding
AT3G10720	protein_coding
AT3G10730	protein_coding
AT3G10740	protein_coding
AT3G10745	miRNA_primary_transcript
AT3G10750	protein_coding
AT3G10760	protein_coding
AT3G10770	protein_coding
AT3G10780	protein_coding
AT3G10790	protein_coding
AT3G10800	protein_coding
AT3G10810	protein_coding
AT3G10815	protein_coding
AT3G10820	protein_coding
AT3G10840	protein_coding
AT3G10845	protein_coding
AT3G10850	protein_coding
AT3G10860	protein_coding
AT3G10870	protein_coding
AT3G10880	protein_coding
AT3G10890	protein_coding
AT3G10900	protein_coding
AT3G10910	protein_coding
AT3G10915	protein_coding
AT3G10920	protein_coding
AT3G10930	protein_coding
AT3G10940	protein_coding
AT3G10950	protein_coding
AT3G10960	protein_coding
AT3G10970	protein_coding
AT3G10974	protein_coding
AT3G10980	protein_coding
AT3G10985	protein_coding
AT3G10986	protein_coding
AT3G10990	protein_coding
AT3G11000	protein_coding
AT3G11010	protein_coding
AT3G11020	protein_coding
AT3G11030	protein_coding
AT3G11040	protein_coding
AT3G11050	protein_coding
AT3G11060	protein_coding
AT3G11070	protein_coding
AT3G11080	protein_coding
AT3G11090	protein_coding
AT3G11100	protein_coding
AT3G11110	protein_coding
AT3G11120	protein_coding
AT3G11130	protein_coding
AT3G11150	protein_coding
AT3G11160	protein_coding
AT3G11165	protein_coding
AT3G11170	protein_coding
AT3G11180	protein_coding
AT3G11200	protein_coding
AT3G11210	protein_coding
AT3G11220	protein_coding
AT3G11230	protein_coding
AT3G11240	protein_coding
AT3G11250	protein_coding
AT3G11260	protein_coding
AT3G11270	protein_coding
AT3G11280	protein_coding
AT3G11285	pre_trna
AT3G11290	protein_coding
AT3G11300	protein_coding
AT3G11310	protein_coding
AT3G11320	protein_coding
AT3G11325	protein_coding
AT3G11330	protein_coding
AT3G11340	protein_coding
AT3G11350	protein_coding
AT3G11370	protein_coding
AT3G11380	protein_coding
AT3G11385	protein_coding
AT3G11390	protein_coding
AT3G11395	pre_trna
AT3G11397	protein_coding
AT3G11400	protein_coding
AT3G11402	protein_coding
AT3G11405	protein_coding
AT3G11410	protein_coding
AT3G11415	other_rna
AT3G11420	protein_coding
AT3G11430	protein_coding
AT3G11435	miRNA_primary_transcript
AT3G11440	protein_coding
AT3G11450	protein_coding
AT3G11460	protein_coding
AT3G11470	protein_coding
AT3G11480	protein_coding
AT3G11490	protein_coding
AT3G11500	protein_coding
AT3G11505	pre_trna
AT3G11510	protein_coding
AT3G11520	protein_coding
AT3G11530	protein_coding
AT3G11540	protein_coding
AT3G11550	protein_coding
AT3G11560	protein_coding
AT3G11570	protein_coding
AT3G11580	protein_coding
AT3G11590	protein_coding
AT3G11591	protein_coding
AT3G11600	protein_coding
AT3G11620	protein_coding
AT3G11630	protein_coding
AT3G11640	protein_coding
AT3G11650	protein_coding
AT3G11660	protein_coding
AT3G11670	protein_coding
AT3G11673	pseudogene
AT3G11680	protein_coding
AT3G11690	protein_coding
AT3G11700	protein_coding
AT3G11710	protein_coding
AT3G11720	protein_coding
AT3G11730	protein_coding
AT3G11740	protein_coding
AT3G11745	protein_coding
AT3G11750	protein_coding
AT3G11760	protein_coding
AT3G11770	protein_coding
AT3G11773	protein_coding
AT3G11780	protein_coding
AT3G11800	protein_coding
AT3G11810	protein_coding
AT3G11820	protein_coding
AT3G11825	protein_coding
AT3G11830	protein_coding
AT3G11840	protein_coding
AT3G11850	protein_coding
AT3G11860	protein_coding
AT3G11870	protein_coding
AT3G11880	protein_coding
AT3G11890	protein_coding
AT3G11900	protein_coding
AT3G11910	protein_coding
AT3G11920	protein_coding
AT3G11930	protein_coding
AT3G11940	protein_coding
AT3G11945	protein_coding
AT3G11950	protein_coding
AT3G11960	protein_coding
AT3G11964	protein_coding
AT3G11970	transposable_element_gene
AT3G11980	protein_coding
AT3G11990	protein_coding
AT3G12000	protein_coding
AT3G12010	protein_coding
AT3G12020	protein_coding
AT3G12030	protein_coding
AT3G12040	protein_coding
AT3G12050	protein_coding
AT3G12060	protein_coding
AT3G12070	protein_coding
AT3G12080	protein_coding
AT3G12090	protein_coding
AT3G12100	protein_coding
AT3G12110	protein_coding
AT3G12120	protein_coding
AT3G12130	protein_coding
AT3G12140	protein_coding
AT3G12143	pseudogene
AT3G12145	protein_coding
AT3G12150	protein_coding
AT3G12160	protein_coding
AT3G12170	protein_coding
AT3G12180	protein_coding
AT3G12190	protein_coding
AT3G12200	protein_coding
AT3G12203	protein_coding
AT3G12210	protein_coding
AT3G12220	protein_coding
AT3G12230	protein_coding
AT3G12240	protein_coding
AT3G12250	protein_coding
AT3G12260	protein_coding
AT3G12270	protein_coding
AT3G12280	protein_coding
AT3G12290	protein_coding
AT3G12300	protein_coding
AT3G12320	protein_coding
AT3G12340	protein_coding
AT3G12345	protein_coding
AT3G12350	protein_coding
AT3G12360	protein_coding
AT3G12370	protein_coding
AT3G12380	protein_coding
AT3G12385	pre_trna
AT3G12390	protein_coding
AT3G12400	protein_coding
AT3G12410	protein_coding
AT3G12420	protein_coding
AT3G12430	protein_coding
AT3G12440	protein_coding
AT3G12450	pseudogene
AT3G12460	protein_coding
AT3G12470	protein_coding
AT3G12480	protein_coding
AT3G12490	protein_coding
AT3G12500	protein_coding
AT3G12502	antisense_long_noncoding_rna
AT3G12510	protein_coding
AT3G12520	protein_coding
AT3G12530	protein_coding
AT3G12540	protein_coding
AT3G12545	protein_coding
AT3G12550	protein_coding
AT3G12560	protein_coding
AT3G12570	protein_coding
AT3G12580	protein_coding
AT3G12585	pre_trna
AT3G12587	protein_coding
AT3G12590	protein_coding
AT3G12600	protein_coding
AT3G12610	protein_coding
AT3G12620	protein_coding
AT3G12630	protein_coding
AT3G12640	protein_coding
AT3G12650	protein_coding
AT3G12660	protein_coding
AT3G12670	protein_coding
AT3G12680	protein_coding
AT3G12685	protein_coding
AT3G12690	protein_coding
AT3G12700	protein_coding
AT3G12710	protein_coding
AT3G12720	protein_coding
AT3G12730	protein_coding
AT3G12740	protein_coding
AT3G12750	protein_coding
AT3G12760	protein_coding
AT3G12770	protein_coding
AT3G12775	protein_coding
AT3G12780	protein_coding
AT3G12800	protein_coding
AT3G12810	protein_coding
AT3G12820	protein_coding
AT3G12830	protein_coding
AT3G12833	protein_coding
AT3G12835	protein_coding
AT3G12840	protein_coding
AT3G12850	protein_coding
AT3G12860	protein_coding
AT3G12870	protein_coding
AT3G12880	protein_coding
AT3G12890	protein_coding
AT3G12900	protein_coding
AT3G12910	protein_coding
AT3G12915	protein_coding
AT3G12920	protein_coding
AT3G12930	protein_coding
AT3G12940	protein_coding
AT3G12950	protein_coding
AT3G12955	protein_coding
AT3G12960	protein_coding
AT3G12965	other_rna
AT3G12970	protein_coding
AT3G12977	protein_coding
AT3G12980	protein_coding
AT3G12981	pseudogene
AT3G12990	protein_coding
AT3G13000	protein_coding
AT3G13010	protein_coding
AT3G13020	protein_coding
AT3G13030	protein_coding
AT3G13040	protein_coding
AT3G13050	protein_coding
AT3G13060	protein_coding
AT3G13061	antisense_long_noncoding_rna
AT3G13062	protein_coding
AT3G13065	protein_coding
AT3G13070	protein_coding
AT3G13075	protein_coding
AT3G13080	protein_coding
AT3G13090	protein_coding
AT3G13100	protein_coding
AT3G13110	protein_coding
AT3G13120	protein_coding
AT3G13130	protein_coding
AT3G13140	protein_coding
AT3G13150	protein_coding
AT3G13160	protein_coding
AT3G13170	protein_coding
AT3G13175	protein_coding
AT3G13180	protein_coding
AT3G13190	protein_coding
AT3G13200	protein_coding
AT3G13205	pseudogene
AT3G13210	protein_coding
AT3G13220	protein_coding
AT3G13222	protein_coding
AT3G13223	pre_trna
AT3G13224	protein_coding
AT3G13225	protein_coding
AT3G13226	protein_coding
AT3G13227	protein_coding
AT3G13228	protein_coding
AT3G13229	protein_coding
AT3G13230	protein_coding
AT3G13235	protein_coding
AT3G13240	protein_coding
AT3G13250	transposable_element_gene
AT3G13260	transposable_element_gene
AT3G13270	transposable_element_gene
AT3G13275	protein_coding
AT3G13276	protein_coding
AT3G13277	other_rna
AT3G13280	protein_coding
AT3G13290	protein_coding
AT3G13300	protein_coding
AT3G13310	protein_coding
AT3G13320	protein_coding
AT3G13330	protein_coding
AT3G13335	pre_trna
AT3G13340	protein_coding
AT3G13350	protein_coding
AT3G13360	protein_coding
AT3G13370	protein_coding
AT3G13380	protein_coding
AT3G13390	protein_coding
AT3G13400	protein_coding
AT3G13403	protein_coding
AT3G13404	protein_coding
AT3G13405	miRNA_primary_transcript
AT3G13410	protein_coding
AT3G13420	protein_coding
AT3G13430	protein_coding
AT3G13432	protein_coding
AT3G13433	protein_coding
AT3G13435	protein_coding
AT3G13437	protein_coding
AT3G13438	transposable_element_gene
AT3G13440	protein_coding
AT3G13445	protein_coding
AT3G13450	protein_coding
AT3G13460	protein_coding
AT3G13470	protein_coding
AT3G13480	protein_coding
AT3G13490	protein_coding
AT3G13500	protein_coding
AT3G13510	protein_coding
AT3G13520	protein_coding
AT3G13525	small_nucleolar_rna
AT3G13530	protein_coding
AT3G13540	protein_coding
AT3G13550	protein_coding
AT3G13560	protein_coding
AT3G13570	protein_coding
AT3G13580	protein_coding
AT3G13590	protein_coding
AT3G13600	protein_coding
AT3G13610	protein_coding
AT3G13620	protein_coding
AT3G13624	pseudogene
AT3G13630	protein_coding
AT3G13640	protein_coding
AT3G13650	protein_coding
AT3G13660	protein_coding
AT3G13662	protein_coding
AT3G13670	protein_coding
AT3G13672	protein_coding
AT3G13674	protein_coding
AT3G13677	protein_coding
AT3G13680	protein_coding
AT3G13682	protein_coding
AT3G13690	protein_coding
AT3G13700	protein_coding
AT3G13710	protein_coding
AT3G13720	protein_coding
AT3G13724	miRNA_primary_transcript
AT3G13730	protein_coding
AT3G13740	protein_coding
AT3G13750	protein_coding
AT3G13760	protein_coding
AT3G13770	protein_coding
AT3G13772	protein_coding
AT3G13780	protein_coding
AT3G13782	protein_coding
AT3G13784	protein_coding
AT3G13790	protein_coding
AT3G13800	protein_coding
AT3G13810	protein_coding
AT3G13820	protein_coding
AT3G13825	pseudogene
AT3G13830	protein_coding
AT3G13840	protein_coding
AT3G13845	protein_coding
AT3G13850	protein_coding
AT3G13855	small_nuclear_rna
AT3G13857	protein_coding
AT3G13860	protein_coding
AT3G13870	protein_coding
AT3G13880	protein_coding
AT3G13882	protein_coding
AT3G13890	protein_coding
AT3G13898	protein_coding
AT3G13900	protein_coding
AT3G13910	protein_coding
AT3G13920	protein_coding
AT3G13930	protein_coding
AT3G13940	protein_coding
AT3G13950	protein_coding
AT3G13960	protein_coding
AT3G13965	pseudogene
AT3G13970	protein_coding
AT3G13980	protein_coding
AT3G13990	protein_coding
AT3G14000	protein_coding
AT3G14010	protein_coding
AT3G14020	protein_coding
AT3G14025	pseudogene
AT3G14030	protein_coding
AT3G14040	protein_coding
AT3G14050	protein_coding
AT3G14060	protein_coding
AT3G14067	protein_coding
AT3G14070	protein_coding
AT3G14075	protein_coding
AT3G14080	protein_coding
AT3G14090	protein_coding
AT3G14100	protein_coding
AT3G14110	protein_coding
AT3G14120	protein_coding
AT3G14130	protein_coding
AT3G14140	protein_coding
AT3G14150	protein_coding
AT3G14160	protein_coding
AT3G14170	protein_coding
AT3G14172	protein_coding
AT3G14180	protein_coding
AT3G14185	other_rna
AT3G14190	protein_coding
AT3G14200	protein_coding
AT3G14205	protein_coding
AT3G14210	protein_coding
AT3G14220	protein_coding
AT3G14225	protein_coding
AT3G14230	protein_coding
AT3G14240	protein_coding
AT3G14250	protein_coding
AT3G14260	protein_coding
AT3G14270	protein_coding
AT3G14280	protein_coding
AT3G14290	protein_coding
AT3G14300	protein_coding
AT3G14310	protein_coding
AT3G14320	protein_coding
AT3G14330	protein_coding
AT3G14340	protein_coding
AT3G14350	protein_coding
AT3G14360	protein_coding
AT3G14362	protein_coding
AT3G14370	protein_coding
AT3G14380	protein_coding
AT3G14385	miRNA_primary_transcript
AT3G14390	protein_coding
AT3G14395	protein_coding
AT3G14400	protein_coding
AT3G14410	protein_coding
AT3G14415	protein_coding
AT3G14420	protein_coding
AT3G14430	protein_coding
AT3G14440	protein_coding
AT3G14450	protein_coding
AT3G14452	protein_coding
AT3G14460	protein_coding
AT3G14463	protein_coding
AT3G14467	protein_coding
AT3G14470	protein_coding
AT3G14475	small_nucleolar_rna
AT3G14480	protein_coding
AT3G14490	protein_coding
AT3G14500	transposable_element_gene
AT3G14510	protein_coding
AT3G14515	pseudogene
AT3G14517	transposable_element_gene
AT3G14520	protein_coding
AT3G14530	protein_coding
AT3G14540	protein_coding
AT3G14550	protein_coding
AT3G14560	protein_coding
AT3G14570	protein_coding
AT3G14580	protein_coding
AT3G14590	protein_coding
AT3G14595	protein_coding
AT3G14600	protein_coding
AT3G14610	protein_coding
AT3G14620	protein_coding
AT3G14630	protein_coding
AT3G14640	protein_coding
AT3G14650	protein_coding
AT3G14660	protein_coding
AT3G14670	protein_coding
AT3G14680	protein_coding
AT3G14690	protein_coding
AT3G14700	protein_coding
AT3G14710	protein_coding
AT3G14720	protein_coding
AT3G14730	protein_coding
AT3G14735	small_nuclear_rna
AT3G14740	protein_coding
AT3G14750	protein_coding
AT3G14760	protein_coding
AT3G14770	protein_coding
AT3G14780	protein_coding
AT3G14790	protein_coding
AT3G14800	transposable_element_gene
AT3G14810	protein_coding
AT3G14820	protein_coding
AT3G14830	protein_coding
AT3G14840	protein_coding
AT3G14850	protein_coding
AT3G14855	pre_trna
AT3G14860	protein_coding
AT3G14870	protein_coding
AT3G14880	protein_coding
AT3G14890	protein_coding
AT3G14900	protein_coding
AT3G14910	protein_coding
AT3G14920	protein_coding
AT3G14930	protein_coding
AT3G14940	protein_coding
AT3G14950	protein_coding
AT3G14960	protein_coding
AT3G14970	protein_coding
AT3G14980	protein_coding
AT3G14981	protein_coding
AT3G14990	protein_coding
AT3G15000	protein_coding
AT3G15010	protein_coding
AT3G15020	protein_coding
AT3G15030	protein_coding
AT3G15040	protein_coding
AT3G15050	protein_coding
AT3G15055	pre_trna
AT3G15060	protein_coding
AT3G15070	protein_coding
AT3G15080	protein_coding
AT3G15090	protein_coding
AT3G15095	protein_coding
AT3G15110	protein_coding
AT3G15111	protein_coding
AT3G15115	protein_coding
AT3G15120	protein_coding
AT3G15130	protein_coding
AT3G15140	protein_coding
AT3G15150	protein_coding
AT3G15160	protein_coding
AT3G15170	protein_coding
AT3G15180	protein_coding
AT3G15190	protein_coding
AT3G15200	protein_coding
AT3G15210	protein_coding
AT3G15220	protein_coding
AT3G15240	protein_coding
AT3G15250	protein_coding
AT3G15251	protein_coding
AT3G15260	protein_coding
AT3G15270	protein_coding
AT3G15280	protein_coding
AT3G15290	protein_coding
AT3G15300	protein_coding
AT3G15310	transposable_element_gene
AT3G15320	transposable_element_gene
AT3G15330	pseudogene
AT3G15340	protein_coding
AT3G15350	protein_coding
AT3G15351	protein_coding
AT3G15352	protein_coding
AT3G15353	protein_coding
AT3G15354	protein_coding
AT3G15355	protein_coding
AT3G15356	protein_coding
AT3G15357	protein_coding
AT3G15358	protein_coding
AT3G15359	protein_coding
AT3G15360	protein_coding
AT3G15370	protein_coding
AT3G15380	protein_coding
AT3G15390	protein_coding
AT3G15395	protein_coding
AT3G15400	protein_coding
AT3G15410	protein_coding
AT3G15420	protein_coding
AT3G15430	protein_coding
AT3G15440	protein_coding
AT3G15450	protein_coding
AT3G15460	protein_coding
AT3G15470	protein_coding
AT3G15480	protein_coding
AT3G15490	protein_coding
AT3G15500	protein_coding
AT3G15510	protein_coding
AT3G15518	protein_coding
AT3G15520	protein_coding
AT3G15530	protein_coding
AT3G15534	protein_coding
AT3G15536	other_rna
AT3G15540	protein_coding
AT3G15548	protein_coding
AT3G15550	protein_coding
AT3G15570	protein_coding
AT3G15578	protein_coding
AT3G15580	protein_coding
AT3G15585	pre_trna
AT3G15590	protein_coding
AT3G15600	transposable_element_gene
AT3G15602	transposable_element_gene
AT3G15604	protein_coding
AT3G15605	protein_coding
AT3G15610	protein_coding
AT3G15620	protein_coding
AT3G15630	protein_coding
AT3G15635	protein_coding
AT3G15640	protein_coding
AT3G15650	protein_coding
AT3G15660	protein_coding
AT3G15670	protein_coding
AT3G15680	protein_coding
AT3G15690	protein_coding
AT3G15700	protein_coding
AT3G15710	protein_coding
AT3G15720	protein_coding
AT3G15730	protein_coding
AT3G15740	protein_coding
AT3G15750	protein_coding
AT3G15760	protein_coding
AT3G15770	protein_coding
AT3G15780	protein_coding
AT3G15790	protein_coding
AT3G15800	protein_coding
AT3G15810	protein_coding
AT3G15820	protein_coding
AT3G15830	protein_coding
AT3G15840	protein_coding
AT3G15850	protein_coding
AT3G15860	protein_coding
AT3G15870	protein_coding
AT3G15880	protein_coding
AT3G15890	protein_coding
AT3G15900	protein_coding
AT3G15909	protein_coding
AT3G15910	protein_coding
AT3G15920	protein_coding
AT3G15930	protein_coding
AT3G15935	pseudogene
AT3G15940	protein_coding
AT3G15950	protein_coding
AT3G15960	protein_coding
AT3G15970	protein_coding
AT3G15980	protein_coding
AT3G15990	protein_coding
AT3G16000	protein_coding
AT3G16010	protein_coding
AT3G16020	protein_coding
AT3G16030	protein_coding
AT3G16040	protein_coding
AT3G16050	protein_coding
AT3G16060	protein_coding
AT3G16070	protein_coding
AT3G16080	protein_coding
AT3G16090	protein_coding
AT3G16100	protein_coding
AT3G16110	protein_coding
AT3G16117	protein_coding
AT3G16120	protein_coding
AT3G16130	protein_coding
AT3G16140	protein_coding
AT3G16150	protein_coding
AT3G16160	protein_coding
AT3G16170	protein_coding
AT3G16175	protein_coding
AT3G16180	protein_coding
AT3G16190	protein_coding
AT3G16200	protein_coding
AT3G16210	protein_coding
AT3G16220	protein_coding
AT3G16230	protein_coding
AT3G16240	protein_coding
AT3G16250	protein_coding
AT3G16260	protein_coding
AT3G16270	protein_coding
AT3G16280	protein_coding
AT3G16290	protein_coding
AT3G16300	protein_coding
AT3G16310	protein_coding
AT3G16320	protein_coding
AT3G16330	protein_coding
AT3G16340	protein_coding
AT3G16350	protein_coding
AT3G16360	protein_coding
AT3G16370	protein_coding
AT3G16380	protein_coding
AT3G16390	protein_coding
AT3G16400	protein_coding
AT3G16410	protein_coding
AT3G16415	pseudogene
AT3G16420	protein_coding
AT3G16430	protein_coding
AT3G16432	protein_coding
AT3G16440	protein_coding
AT3G16450	protein_coding
AT3G16460	protein_coding
AT3G16470	protein_coding
AT3G16480	protein_coding
AT3G16490	protein_coding
AT3G16500	protein_coding
AT3G16510	protein_coding
AT3G16520	protein_coding
AT3G16525	protein_coding
AT3G16530	protein_coding
AT3G16540	protein_coding
AT3G16550	protein_coding
AT3G16552	pre_trna
AT3G16555	protein_coding
AT3G16560	protein_coding
AT3G16565	protein_coding
AT3G16570	protein_coding
AT3G16580	protein_coding
AT3G16590	protein_coding
AT3G16600	protein_coding
AT3G16610	protein_coding
AT3G16620	protein_coding
AT3G16630	protein_coding
AT3G16640	protein_coding
AT3G16650	protein_coding
AT3G16660	protein_coding
AT3G16670	protein_coding
AT3G16680	protein_coding
AT3G16690	protein_coding
AT3G16700	protein_coding
AT3G16710	protein_coding
AT3G16712	protein_coding
AT3G16720	protein_coding
AT3G16730	protein_coding
AT3G16740	protein_coding
AT3G16750	protein_coding
AT3G16760	protein_coding
AT3G16770	protein_coding
AT3G16780	protein_coding
AT3G16785	protein_coding
AT3G16800	protein_coding
AT3G16810	protein_coding
AT3G16820	protein_coding
AT3G16830	protein_coding
AT3G16840	protein_coding
AT3G16850	protein_coding
AT3G16857	protein_coding
AT3G16860	protein_coding
AT3G16870	protein_coding
AT3G16880	protein_coding
AT3G16890	protein_coding
AT3G16895	protein_coding
AT3G16900	protein_coding
AT3G16910	protein_coding
AT3G16920	protein_coding
AT3G16930	protein_coding
AT3G16940	protein_coding
AT3G16950	protein_coding
AT3G16960	protein_coding
AT3G16970	protein_coding
AT3G16980	protein_coding
AT3G16990	protein_coding
AT3G17000	protein_coding
AT3G17010	protein_coding
AT3G17020	protein_coding
AT3G17030	protein_coding
AT3G17040	protein_coding
AT3G17050	transposable_element_gene
AT3G17060	protein_coding
AT3G17070	protein_coding
AT3G17080	protein_coding
AT3G17090	protein_coding
AT3G17100	protein_coding
AT3G17110	pseudogene
AT3G17120	protein_coding
AT3G17130	protein_coding
AT3G17140	protein_coding
AT3G17150	protein_coding
AT3G17152	protein_coding
AT3G17155	protein_coding
AT3G17160	protein_coding
AT3G17170	protein_coding
AT3G17180	protein_coding
AT3G17185	other_rna
AT3G17190	protein_coding
AT3G17200	transposable_element_gene
AT3G17203	pseudogene
AT3G17205	protein_coding
AT3G17210	protein_coding
AT3G17220	protein_coding
AT3G17225	protein_coding
AT3G17227	protein_coding
AT3G17230	protein_coding
AT3G17240	protein_coding
AT3G17250	protein_coding
AT3G17260	transposable_element_gene
AT3G17261	protein_coding
AT3G17265	protein_coding
AT3G17270	protein_coding
AT3G17280	protein_coding
AT3G17290	transposable_element_gene
AT3G17300	protein_coding
AT3G17310	protein_coding
AT3G17320	protein_coding
AT3G17330	protein_coding
AT3G17340	protein_coding
AT3G17350	protein_coding
AT3G17360	protein_coding
AT3G17365	protein_coding
AT3G17370	protein_coding
AT3G17380	protein_coding
AT3G17390	protein_coding
AT3G17400	protein_coding
AT3G17410	protein_coding
AT3G17420	protein_coding
AT3G17430	protein_coding
AT3G17440	protein_coding
AT3G17450	protein_coding
AT3G17460	protein_coding
AT3G17465	protein_coding
AT3G17470	protein_coding
AT3G17480	protein_coding
AT3G17490	protein_coding
AT3G17500	protein_coding
AT3G17510	protein_coding
AT3G17520	protein_coding
AT3G17530	protein_coding
AT3G17540	protein_coding
AT3G17550	protein_coding
AT3G17560	protein_coding
AT3G17570	protein_coding
AT3G17580	protein_coding
AT3G17590	protein_coding
AT3G17600	protein_coding
AT3G17609	protein_coding
AT3G17611	protein_coding
AT3G17620	protein_coding
AT3G17626	protein_coding
AT3G17630	protein_coding
AT3G17640	protein_coding
AT3G17650	protein_coding
AT3G17655	protein_coding
AT3G17660	protein_coding
AT3G17668	protein_coding
AT3G17670	protein_coding
AT3G17675	protein_coding
AT3G17680	protein_coding
AT3G17690	protein_coding
AT3G17700	protein_coding
AT3G17710	protein_coding
AT3G17712	protein_coding
AT3G17715	pseudogene
AT3G17717	protein_coding
AT3G17720	protein_coding
AT3G17730	protein_coding
AT3G17740	protein_coding
AT3G17750	protein_coding
AT3G17760	protein_coding
AT3G17765	protein_coding
